epsilon,r_L_star,width,mean_e,mean_mu,mean_tau
0.12,4.0,31.0,0.013812565518217879,0.05023072686359962,0.10692375981226336
0.1,4.547660827636719,30.45233917236328,0.012931074912048183,0.04910976305200488,0.09993500532288191
0.08,8.6522216796875,26.3477783203125,0.009782370278775349,0.037343955394036864,0.07991149083264634
0.06,18.393512725830078,16.606487274169922,0.007088705485893021,0.026898978525727524,0.05992960871593825
0.05,nan,nan,nan,nan,nan
0.04,nan,nan,nan,nan,nan
